attribute1,attribute2,attribute3,attribute4
9,5,19,Deny
9,5,20,Deny
9,5,21,Deny
9,5,22,Deny
9,5,23,Deny
9,5,24,Deny
9,5,25,Deny
9,5,26,Deny
9,5,27,Deny
9,5,28,Deny
9,5,29,Deny
9,5,30,Deny
9,5,31,Deny
9,5,32,Deny
9,5,33,Deny
9,5,34,Deny
9,5,35,Deny
9,5,36,Deny
9,5,37,Deny
9,5,38,Deny
9,5,39,Deny
9,5,40,Deny
9,5,51,Deny
9,5,52,Deny
9,5,53,Deny
9,5,54,Deny
9,5,55,Deny
9,5,56,Deny
9,5,57,Deny
9,5,58,Deny
9,5,59,Deny
9,5,60,Deny
9,5,61,Deny
9,5,62,Deny
9,5,63,Deny
9,5,64,Deny
9,5,65,Deny
9,5,66,Deny
9,5,67,Deny
9,5,68,Deny
9,5,69,Deny
9,5,70,Deny
9,5,71,Deny
9,5,72,Deny
9,5,73,Deny
9,5,74,Deny
9,5,75,Deny
9,5,76,Deny
9,5,77,Deny
9,5,78,Deny
9,5,79,Deny
9,5,80,Deny
9,5,81,Deny
9,5,82,Deny
9,5,83,Deny
9,5,84,Deny
9,5,85,Deny
9,5,86,Deny
9,5,87,Deny
9,5,88,Deny
9,5,89,Deny
9,5,90,Deny
9,5,91,Deny
9,5,92,Deny
9,5,93,Deny
9,5,94,Deny
9,5,95,Deny
9,5,96,Deny
9,5,97,Deny
9,5,98,Deny
9,5,99,Deny
9,5,100,Deny
9,6,1,Deny
9,6,2,Deny
9,6,3,Deny
9,6,4,Deny
9,6,5,Deny
9,6,6,Deny
9,6,7,Deny
9,6,8,Deny
9,6,9,Deny
9,6,10,Deny
9,6,11,Deny
9,6,12,Deny
9,6,13,Deny
9,6,14,Deny
9,6,15,Deny
9,6,16,Deny
9,6,17,Deny
9,6,18,Deny
9,6,19,Deny
9,6,20,Deny
9,6,21,Deny
9,6,22,Deny
9,6,23,Deny
9,6,24,Deny
9,6,25,Deny
9,6,26,Deny
9,6,27,Deny
9,6,28,Deny
9,6,29,Deny
9,6,30,Deny
9,6,31,Deny
9,6,32,Deny
9,6,33,Deny
9,6,34,Deny
9,6,35,Deny
9,6,36,Deny
9,6,37,Deny
9,6,38,Deny
9,6,39,Deny
9,6,40,Deny
9,6,41,Deny
9,6,42,Deny
9,6,43,Deny
9,6,44,Deny
9,6,45,Deny
9,6,46,Deny
9,6,47,Deny
9,6,48,Deny
9,6,49,Deny
9,6,50,Deny
9,6,61,Deny
9,6,62,Deny
9,6,63,Deny
9,6,64,Deny
9,6,65,Deny
9,6,66,Deny
9,6,67,Deny
9,6,68,Deny
9,6,69,Deny
9,6,70,Deny
9,6,71,Deny
9,6,72,Deny
9,6,73,Deny
9,6,74,Deny
9,6,75,Deny
9,6,76,Deny
9,6,77,Deny
9,6,78,Deny
9,6,79,Deny
9,6,80,Deny
9,6,81,Deny
9,6,82,Deny
9,6,83,Deny
9,6,84,Deny
9,6,85,Deny
9,6,86,Deny
9,6,87,Deny
9,6,88,Deny
9,6,89,Deny
9,6,90,Deny
9,6,91,Deny
9,6,92,Deny
9,6,93,Deny
9,6,94,Deny
9,6,95,Deny
9,6,96,Deny
9,6,97,Deny
9,6,98,Deny
9,6,99,Deny
9,6,100,Deny
9,7,1,Deny
9,7,2,Deny
9,7,3,Deny
9,7,4,Deny
9,7,5,Deny
9,7,6,Deny
9,7,7,Deny
9,7,8,Deny
9,7,9,Deny
9,7,10,Deny
9,7,11,Deny
9,7,12,Deny
9,7,13,Deny
9,7,14,Deny
9,7,15,Deny
9,7,16,Deny
9,7,17,Deny
9,7,18,Deny
9,7,19,Deny
9,7,20,Deny
9,7,21,Deny
9,7,22,Deny
9,7,23,Deny
9,7,24,Deny
9,7,25,Deny
9,7,26,Deny
9,7,27,Deny
9,7,28,Deny
9,7,29,Deny
9,7,30,Deny
9,7,31,Deny
9,7,32,Deny
9,7,33,Deny
9,7,34,Deny
9,7,35,Deny
9,7,36,Deny
9,7,37,Deny
9,7,38,Deny
9,7,39,Deny
9,7,40,Deny
9,7,41,Deny
9,7,42,Deny
9,7,43,Deny
9,7,44,Deny
9,7,45,Deny
9,7,46,Deny
9,7,47,Deny
9,7,48,Deny
9,7,49,Deny
9,7,50,Deny
9,7,51,Deny
9,7,52,Deny
9,7,53,Deny
9,7,54,Deny
9,7,55,Deny
9,7,56,Deny
9,7,57,Deny
9,7,58,Deny
9,7,59,Deny
9,7,60,Deny
9,7,71,Deny
9,7,72,Deny
9,7,73,Deny
9,7,74,Deny
9,7,75,Deny
9,7,76,Deny
9,7,77,Deny
9,7,78,Deny
9,7,79,Deny
9,7,80,Deny
9,7,81,Deny
9,7,82,Deny
9,7,83,Deny
9,7,84,Deny
9,7,85,Deny
9,7,86,Deny
9,7,87,Deny
9,7,88,Deny
9,7,89,Deny
9,7,90,Deny
9,7,91,Deny
9,7,92,Deny
9,7,93,Deny
9,7,94,Deny
9,7,95,Deny
9,7,96,Deny
9,7,97,Deny
9,7,98,Deny
9,7,99,Deny
9,7,100,Deny
9,8,1,Deny
9,8,2,Deny
9,8,3,Deny
9,8,4,Deny
9,8,5,Deny
9,8,6,Deny
9,8,7,Deny
9,8,8,Deny
9,8,9,Deny
9,8,10,Deny
9,8,11,Deny
9,8,12,Deny
9,8,13,Deny
9,8,14,Deny
9,8,15,Deny
9,8,16,Deny
9,8,17,Deny
9,8,18,Deny
9,8,19,Deny
9,8,20,Deny
9,8,21,Deny
9,8,22,Deny
9,8,23,Deny
9,8,24,Deny
9,8,25,Deny
9,8,26,Deny
9,8,27,Deny
9,8,28,Deny
9,8,29,Deny
9,8,30,Deny
9,8,31,Deny
9,8,32,Deny
9,8,33,Deny
9,8,34,Deny
9,8,35,Deny
9,8,36,Deny
9,8,37,Deny
9,8,38,Deny
9,8,39,Deny
9,8,40,Deny
9,8,41,Deny
9,8,42,Deny
9,8,43,Deny
9,8,44,Deny
9,8,45,Deny
9,8,46,Deny
9,8,47,Deny
9,8,48,Deny
9,8,49,Deny
9,8,50,Deny
9,8,51,Deny
9,8,52,Deny
9,8,53,Deny
9,8,54,Deny
9,8,55,Deny
9,8,56,Deny
9,8,57,Deny
9,8,58,Deny
9,8,59,Deny
9,8,60,Deny
9,8,61,Deny
9,8,62,Deny
9,8,63,Deny
9,8,64,Deny
9,8,65,Deny
9,8,66,Deny
9,8,67,Deny
9,8,68,Deny
9,8,69,Deny
9,8,70,Deny
9,8,81,Deny
9,8,82,Deny
9,8,83,Deny
9,8,84,Deny
9,8,85,Deny
9,8,86,Deny
9,8,87,Deny
9,8,88,Deny
9,8,89,Deny
9,8,90,Deny
9,8,91,Deny
9,8,92,Deny
9,8,93,Deny
9,8,94,Deny
9,8,95,Deny
9,8,96,Deny
9,8,97,Deny
9,8,98,Deny
9,8,99,Deny
9,8,100,Deny
9,9,1,Deny
9,9,2,Deny
9,9,3,Deny
9,9,4,Deny
9,9,5,Deny
9,9,6,Deny
9,9,7,Deny
9,9,8,Deny
9,9,9,Deny
9,9,10,Deny
9,9,11,Deny
9,9,12,Deny
9,9,13,Deny
9,9,14,Deny
9,9,15,Deny
9,9,16,Deny
9,9,17,Deny
9,9,18,Deny
9,9,19,Deny
9,9,20,Deny
9,9,21,Deny
9,9,22,Deny
9,9,23,Deny
9,9,24,Deny
9,9,25,Deny
9,9,26,Deny
9,9,27,Deny
9,9,28,Deny
9,9,29,Deny
9,9,30,Deny
9,9,31,Deny
9,9,32,Deny
9,9,33,Deny
9,9,34,Deny
9,9,35,Deny
9,9,36,Deny
9,9,37,Deny
9,9,38,Deny
9,9,39,Deny
9,9,40,Deny
9,9,41,Deny
9,9,42,Deny
9,9,43,Deny
9,9,44,Deny
9,9,45,Deny
9,9,46,Deny
9,9,47,Deny
9,9,48,Deny
9,9,49,Deny
9,9,50,Deny
9,9,51,Deny
9,9,52,Deny
9,9,53,Deny
9,9,54,Deny
9,9,55,Deny
9,9,56,Deny
9,9,57,Deny
9,9,58,Deny
9,9,59,Deny
9,9,60,Deny
9,9,61,Deny
9,9,62,Deny
9,9,63,Deny
9,9,64,Deny
9,9,65,Deny
9,9,66,Deny
9,9,67,Deny
9,9,68,Deny
9,9,69,Deny
9,9,70,Deny
9,9,71,Deny
9,9,72,Deny
9,9,73,Deny
9,9,74,Deny
9,9,75,Deny
9,9,76,Deny
9,9,77,Deny
9,9,78,Deny
9,9,79,Deny
9,9,80,Deny
9,9,91,Deny
9,9,92,Deny
9,9,93,Deny
9,9,94,Deny
9,9,95,Deny
9,9,96,Deny
9,9,97,Deny
9,9,98,Deny
9,9,99,Deny
9,9,100,Deny
9,10,1,Deny
9,10,2,Deny
9,10,3,Deny
9,10,4,Deny
9,10,5,Deny
9,10,6,Deny
9,10,7,Deny
9,10,8,Deny
9,10,9,Deny
9,10,10,Deny
9,10,11,Deny
9,10,12,Deny
9,10,13,Deny
9,10,14,Deny
9,10,15,Deny
9,10,16,Deny
9,10,17,Deny
9,10,18,Deny
9,10,19,Deny
9,10,20,Deny
9,10,21,Deny
9,10,22,Deny
9,10,23,Deny
9,10,24,Deny
9,10,25,Deny
9,10,26,Deny
9,10,27,Deny
9,10,28,Deny
9,10,29,Deny
9,10,30,Deny
9,10,31,Deny
9,10,32,Deny
9,10,33,Deny
9,10,34,Deny
9,10,35,Deny
9,10,36,Deny
9,10,37,Deny
9,10,38,Deny
9,10,39,Deny
9,10,40,Deny
9,10,41,Deny
9,10,42,Deny
9,10,43,Deny
9,10,44,Deny
9,10,45,Deny
9,10,46,Deny
9,10,47,Deny
9,10,48,Deny
9,10,49,Deny
9,10,50,Deny
9,10,51,Deny
9,10,52,Deny
9,10,53,Deny
9,10,54,Deny
9,10,55,Deny
9,10,56,Deny
9,10,57,Deny
9,10,58,Deny
9,10,59,Deny
9,10,60,Deny
9,10,61,Deny
9,10,62,Deny
9,10,63,Deny
9,10,64,Deny
9,10,65,Deny
9,10,66,Deny
9,10,67,Deny
9,10,68,Deny
9,10,69,Deny
9,10,70,Deny
9,10,71,Deny
9,10,72,Deny
9,10,73,Deny
9,10,74,Deny
9,10,75,Deny
9,10,76,Deny
9,10,77,Deny
9,10,78,Deny
9,10,79,Deny
9,10,80,Deny
9,10,81,Deny
9,10,82,Deny
9,10,83,Deny
9,10,84,Deny
9,10,85,Deny
9,10,86,Deny
9,10,87,Deny
9,10,88,Deny
9,10,89,Deny
9,10,90,Deny
10,1,11,Deny
10,1,12,Deny
10,1,13,Deny
10,1,14,Deny
10,1,15,Deny
10,1,16,Deny
10,1,17,Deny
10,1,18,Deny
10,1,19,Deny
10,1,20,Deny
10,1,21,Deny
10,1,22,Deny
10,1,23,Deny
10,1,24,Deny
10,1,25,Deny
10,1,26,Deny
10,1,27,Deny
10,1,28,Deny
10,1,29,Deny
10,1,30,Deny
10,1,31,Deny
10,1,32,Deny
10,1,33,Deny
10,1,34,Deny
10,1,35,Deny
10,1,36,Deny
10,1,37,Deny
10,1,38,Deny
10,1,39,Deny
10,1,40,Deny
10,1,41,Deny
10,1,42,Deny
10,1,43,Deny
10,1,44,Deny
10,1,45,Deny
10,1,46,Deny
10,1,47,Deny
10,1,48,Deny
10,1,49,Deny
10,1,50,Deny
10,1,51,Deny
10,1,52,Deny
10,1,53,Deny
10,1,54,Deny
10,1,55,Deny
10,1,56,Deny
10,1,57,Deny
10,1,58,Deny
10,1,59,Deny
10,1,60,Deny
10,1,61,Deny
10,1,62,Deny
10,1,63,Deny
10,1,64,Deny
10,1,65,Deny
10,1,66,Deny
10,1,67,Deny
10,1,68,Deny
10,1,69,Deny
10,1,70,Deny
10,1,71,Deny
10,1,72,Deny
10,1,73,Deny
10,1,74,Deny
10,1,75,Deny
10,1,76,Deny
10,1,77,Deny
10,1,78,Deny
10,1,79,Deny
10,1,80,Deny
10,1,81,Deny
10,1,82,Deny
10,1,83,Deny
10,1,84,Deny
10,1,85,Deny
10,1,86,Deny
10,1,87,Deny
10,1,88,Deny
10,1,89,Deny
10,1,90,Deny
10,1,91,Deny
10,1,92,Deny
10,1,93,Deny
10,1,94,Deny
10,1,95,Deny
10,1,96,Deny
10,1,97,Deny
10,1,98,Deny
10,1,99,Deny
10,1,100,Deny
10,2,1,Deny
10,2,2,Deny
10,2,3,Deny
10,2,4,Deny
10,2,5,Deny
10,2,6,Deny
10,2,7,Deny
10,2,8,Deny
10,2,9,Deny
10,2,10,Deny
10,2,21,Deny
10,2,22,Deny
10,2,23,Deny
10,2,24,Deny
10,2,25,Deny
10,2,26,Deny
10,2,27,Deny
10,2,28,Deny
10,2,29,Deny
10,2,30,Deny
10,2,31,Deny
10,2,32,Deny
10,2,33,Deny
10,2,34,Deny
10,2,35,Deny
10,2,36,Deny
10,2,37,Deny
10,2,38,Deny
10,2,39,Deny
10,2,40,Deny
10,2,41,Deny
10,2,42,Deny
10,2,43,Deny
10,2,44,Deny
10,2,45,Deny
10,2,46,Deny
10,2,47,Deny
10,2,48,Deny
10,2,49,Deny
10,2,50,Deny
10,2,51,Deny
10,2,52,Deny
10,2,53,Deny
10,2,54,Deny
10,2,55,Deny
10,2,56,Deny
10,2,57,Deny
10,2,58,Deny
10,2,59,Deny
10,2,60,Deny
10,2,61,Deny
10,2,62,Deny
10,2,63,Deny
10,2,64,Deny
10,2,65,Deny
10,2,66,Deny
10,2,67,Deny
10,2,68,Deny
10,2,69,Deny
10,2,70,Deny
10,2,71,Deny
10,2,72,Deny
10,2,73,Deny
10,2,74,Deny
10,2,75,Deny
10,2,76,Deny
10,2,77,Deny
10,2,78,Deny
10,2,79,Deny
10,2,80,Deny
10,2,81,Deny
10,2,82,Deny
10,2,83,Deny
10,2,84,Deny
10,2,85,Deny
10,2,86,Deny
10,2,87,Deny
10,2,88,Deny
10,2,89,Deny
10,2,90,Deny
10,2,91,Deny
10,2,92,Deny
10,2,93,Deny
10,2,94,Deny
10,2,95,Deny
10,2,96,Deny
10,2,97,Deny
10,2,98,Deny
10,2,99,Deny
10,2,100,Deny
10,3,1,Deny
10,3,2,Deny
10,3,3,Deny
10,3,4,Deny
10,3,5,Deny
10,3,6,Deny
10,3,7,Deny
10,3,8,Deny
10,3,9,Deny
10,3,10,Deny
10,3,11,Deny
10,3,12,Deny
10,3,13,Deny
10,3,14,Deny
10,3,15,Deny
10,3,16,Deny
10,3,17,Deny
10,3,18,Deny
10,3,19,Deny
10,3,20,Deny
10,3,31,Deny
10,3,32,Deny
10,3,33,Deny
10,3,34,Deny
10,3,35,Deny
10,3,36,Deny
10,3,37,Deny
10,3,38,Deny
10,3,39,Deny
10,3,40,Deny
10,3,41,Deny
10,3,42,Deny
10,3,43,Deny
10,3,44,Deny
10,3,45,Deny
10,3,46,Deny
10,3,47,Deny
10,3,48,Deny
10,3,49,Deny
10,3,50,Deny
10,3,51,Deny
10,3,52,Deny
10,3,53,Deny
10,3,54,Deny
10,3,55,Deny
10,3,56,Deny
10,3,57,Deny
10,3,58,Deny
10,3,59,Deny
10,3,60,Deny
10,3,61,Deny
10,3,62,Deny
10,3,63,Deny
10,3,64,Deny
10,3,65,Deny
10,3,66,Deny
10,3,67,Deny
10,3,68,Deny
10,3,69,Deny
10,3,70,Deny
10,3,71,Deny
10,3,72,Deny
10,3,73,Deny
10,3,74,Deny
10,3,75,Deny
10,3,76,Deny
10,3,77,Deny
10,3,78,Deny
10,3,79,Deny
10,3,80,Deny
10,3,81,Deny
10,3,82,Deny
10,3,83,Deny
10,3,84,Deny
10,3,85,Deny
10,3,86,Deny
10,3,87,Deny
10,3,88,Deny
10,3,89,Deny
10,3,90,Deny
10,3,91,Deny
10,3,92,Deny
10,3,93,Deny
10,3,94,Deny
10,3,95,Deny
10,3,96,Deny
10,3,97,Deny
10,3,98,Deny
10,3,99,Deny
10,3,100,Deny
10,4,1,Deny
10,4,2,Deny
10,4,3,Deny
10,4,4,Deny
10,4,5,Deny
10,4,6,Deny
10,4,7,Deny
10,4,8,Deny
10,4,9,Deny
10,4,10,Deny
10,4,11,Deny
10,4,12,Deny
10,4,13,Deny
10,4,14,Deny
10,4,15,Deny
10,4,16,Deny
10,4,17,Deny
10,4,18,Deny
10,4,19,Deny
10,4,20,Deny
10,4,21,Deny
10,4,22,Deny
10,4,23,Deny
10,4,24,Deny
10,4,25,Deny
10,4,26,Deny
10,4,27,Deny
10,4,28,Deny
10,4,29,Deny
10,4,30,Deny
10,4,41,Deny
10,4,42,Deny
10,4,43,Deny
10,4,44,Deny
10,4,45,Deny
10,4,46,Deny
10,4,47,Deny
10,4,48,Deny
10,4,49,Deny
10,4,50,Deny
10,4,51,Deny
10,4,52,Deny
10,4,53,Deny
10,4,54,Deny
10,4,55,Deny
10,4,56,Deny
10,4,57,Deny
10,4,58,Deny
10,4,59,Deny
10,4,60,Deny
10,4,61,Deny
10,4,62,Deny
10,4,63,Deny
10,4,64,Deny
10,4,65,Deny
10,4,66,Deny
10,4,67,Deny
10,4,68,Deny
10,4,69,Deny
10,4,70,Deny
10,4,71,Deny
10,4,72,Deny
10,4,73,Deny
10,4,74,Deny
10,4,75,Deny
10,4,76,Deny
10,4,77,Deny
10,4,78,Deny
10,4,79,Deny
10,4,80,Deny
10,4,81,Deny
10,4,82,Deny
10,4,83,Deny
10,4,84,Deny
10,4,85,Deny
10,4,86,Deny
10,4,87,Deny
10,4,88,Deny
10,4,89,Deny
10,4,90,Deny
10,4,91,Deny
10,4,92,Deny
10,4,93,Deny
10,4,94,Deny
10,4,95,Deny
10,4,96,Deny
10,4,97,Deny
10,4,98,Deny
10,4,99,Deny
10,4,100,Deny
10,5,1,Deny
10,5,2,Deny
10,5,3,Deny
10,5,4,Deny
10,5,5,Deny
10,5,6,Deny
10,5,7,Deny
10,5,8,Deny
10,5,9,Deny
10,5,10,Deny
10,5,11,Deny
10,5,12,Deny
10,5,13,Deny
10,5,14,Deny
10,5,15,Deny
10,5,16,Deny
10,5,17,Deny
10,5,18,Deny
10,5,19,Deny
10,5,20,Deny
10,5,21,Deny
10,5,22,Deny
10,5,23,Deny
10,5,24,Deny
10,5,25,Deny
10,5,26,Deny
10,5,27,Deny
10,5,28,Deny
10,5,29,Deny
10,5,30,Deny
10,5,31,Deny
10,5,32,Deny
10,5,33,Deny
10,5,34,Deny
10,5,35,Deny
10,5,36,Deny
10,5,37,Deny
10,5,38,Deny
10,5,39,Deny
10,5,40,Deny
10,5,51,Deny
10,5,52,Deny
10,5,53,Deny
10,5,54,Deny
10,5,55,Deny
10,5,56,Deny
10,5,57,Deny
10,5,58,Deny
10,5,59,Deny
10,5,60,Deny
10,5,61,Deny
10,5,62,Deny
10,5,63,Deny
10,5,64,Deny
10,5,65,Deny
10,5,66,Deny
10,5,67,Deny
10,5,68,Deny
10,5,69,Deny
10,5,70,Deny
10,5,71,Deny
10,5,72,Deny
10,5,73,Deny
10,5,74,Deny
10,5,75,Deny
10,5,76,Deny
10,5,77,Deny
10,5,78,Deny
10,5,79,Deny
10,5,80,Deny
10,5,81,Deny
10,5,82,Deny
10,5,83,Deny
10,5,84,Deny
10,5,85,Deny
10,5,86,Deny
10,5,87,Deny
10,5,88,Deny
10,5,89,Deny
10,5,90,Deny
10,5,91,Deny
10,5,92,Deny
10,5,93,Deny
10,5,94,Deny
10,5,95,Deny
10,5,96,Deny
10,5,97,Deny
10,5,98,Deny
10,5,99,Deny
10,5,100,Deny
10,6,1,Deny
10,6,2,Deny
10,6,3,Deny
10,6,4,Deny
10,6,5,Deny
10,6,6,Deny
10,6,7,Deny
10,6,8,Deny
10,6,9,Deny
10,6,10,Deny
10,6,11,Deny
10,6,12,Deny
10,6,13,Deny
10,6,14,Deny
10,6,15,Deny
10,6,16,Deny
10,6,17,Deny
10,6,18,Deny
10,6,19,Deny
10,6,20,Deny
10,6,21,Deny
10,6,22,Deny
10,6,23,Deny
10,6,24,Deny
10,6,25,Deny
10,6,26,Deny
10,6,27,Deny
10,6,28,Deny
10,6,29,Deny
10,6,30,Deny
10,6,31,Deny
10,6,32,Deny
10,6,33,Deny
10,6,34,Deny
10,6,35,Deny
10,6,36,Deny
10,6,37,Deny
10,6,38,Deny
10,6,39,Deny
10,6,40,Deny
10,6,41,Deny
10,6,42,Deny
10,6,43,Deny
10,6,44,Deny
10,6,45,Deny
10,6,46,Deny
10,6,47,Deny
10,6,48,Deny
10,6,49,Deny
10,6,50,Deny
10,6,61,Deny
10,6,62,Deny
10,6,63,Deny
10,6,64,Deny
10,6,65,Deny
10,6,66,Deny
10,6,67,Deny
10,6,68,Deny
10,6,69,Deny
10,6,70,Deny
10,6,71,Deny
10,6,72,Deny
10,6,73,Deny
10,6,74,Deny
10,6,75,Deny
10,6,76,Deny
10,6,77,Deny
10,6,78,Deny
10,6,79,Deny
10,6,80,Deny
10,6,81,Deny
10,6,82,Deny
10,6,83,Deny
10,6,84,Deny
10,6,85,Deny
10,6,86,Deny
10,6,87,Deny
10,6,88,Deny
10,6,89,Deny
10,6,90,Deny
10,6,91,Deny
10,6,92,Deny
10,6,93,Deny
10,6,94,Deny
10,6,95,Deny
10,6,96,Deny
10,6,97,Deny
10,6,98,Deny
10,6,99,Deny
10,6,100,Deny
10,7,1,Deny
10,7,2,Deny
10,7,3,Deny
10,7,4,Deny
10,7,5,Deny
10,7,6,Deny
10,7,7,Deny
10,7,8,Deny
10,7,9,Deny
10,7,10,Deny
10,7,11,Deny
10,7,12,Deny
10,7,13,Deny
10,7,14,Deny
10,7,15,Deny
10,7,16,Deny
10,7,17,Deny
10,7,18,Deny
10,7,19,Deny
10,7,20,Deny
10,7,21,Deny
10,7,22,Deny
10,7,23,Deny
10,7,24,Deny
10,7,25,Deny
10,7,26,Deny
10,7,27,Deny
10,7,28,Deny
10,7,29,Deny
10,7,30,Deny
10,7,31,Deny
10,7,32,Deny
10,7,33,Deny
10,7,34,Deny
10,7,35,Deny
10,7,36,Deny
10,7,37,Deny
10,7,38,Deny
10,7,39,Deny
10,7,40,Deny
10,7,41,Deny
10,7,42,Deny
10,7,43,Deny
10,7,44,Deny
10,7,45,Deny
10,7,46,Deny
10,7,47,Deny
10,7,48,Deny
10,7,49,Deny
10,7,50,Deny
10,7,51,Deny
10,7,52,Deny
10,7,53,Deny
10,7,54,Deny
10,7,55,Deny
10,7,56,Deny
10,7,57,Deny
10,7,58,Deny
10,7,59,Deny
10,7,60,Deny
10,7,71,Deny
10,7,72,Deny
10,7,73,Deny
10,7,74,Deny
10,7,75,Deny
10,7,76,Deny
10,7,77,Deny
10,7,78,Deny
10,7,79,Deny
10,7,80,Deny
10,7,81,Deny
10,7,82,Deny
10,7,83,Deny
10,7,84,Deny
10,7,85,Deny
10,7,86,Deny
10,7,87,Deny
10,7,88,Deny
10,7,89,Deny
10,7,90,Deny
10,7,91,Deny
10,7,92,Deny
10,7,93,Deny
10,7,94,Deny
10,7,95,Deny
10,7,96,Deny
10,7,97,Deny
10,7,98,Deny
10,7,99,Deny
10,7,100,Deny
10,8,1,Deny
10,8,2,Deny
10,8,3,Deny
10,8,4,Deny
10,8,5,Deny
10,8,6,Deny
10,8,7,Deny
10,8,8,Deny
10,8,9,Deny
10,8,10,Deny
10,8,11,Deny
10,8,12,Deny
10,8,13,Deny
10,8,14,Deny
10,8,15,Deny
10,8,16,Deny
10,8,17,Deny
10,8,18,Deny
10,8,19,Deny
10,8,20,Deny
10,8,21,Deny
10,8,22,Deny
10,8,23,Deny
10,8,24,Deny
10,8,25,Deny
10,8,26,Deny
10,8,27,Deny
10,8,28,Deny
10,8,29,Deny
10,8,30,Deny
10,8,31,Deny
10,8,32,Deny
10,8,33,Deny
10,8,34,Deny
10,8,35,Deny
10,8,36,Deny
10,8,37,Deny
10,8,38,Deny
10,8,39,Deny
10,8,40,Deny
10,8,41,Deny
10,8,42,Deny
10,8,43,Deny
10,8,44,Deny
10,8,45,Deny
10,8,46,Deny
10,8,47,Deny
10,8,48,Deny
10,8,49,Deny
10,8,50,Deny
10,8,51,Deny
10,8,52,Deny
10,8,53,Deny
10,8,54,Deny
10,8,55,Deny
10,8,56,Deny
10,8,57,Deny
10,8,58,Deny
10,8,59,Deny
10,8,60,Deny
10,8,61,Deny
10,8,62,Deny
10,8,63,Deny
10,8,64,Deny
10,8,65,Deny
10,8,66,Deny
10,8,67,Deny
10,8,68,Deny
10,8,69,Deny
10,8,70,Deny
10,8,81,Deny
10,8,82,Deny
10,8,83,Deny
10,8,84,Deny
10,8,85,Deny
10,8,86,Deny
10,8,87,Deny
10,8,88,Deny
10,8,89,Deny
10,8,90,Deny
10,8,91,Deny
10,8,92,Deny
10,8,93,Deny
10,8,94,Deny
10,8,95,Deny
10,8,96,Deny
10,8,97,Deny
10,8,98,Deny
10,8,99,Deny
10,8,100,Deny
10,9,1,Deny
10,9,2,Deny
10,9,3,Deny
10,9,4,Deny
10,9,5,Deny
10,9,6,Deny
10,9,7,Deny
10,9,8,Deny
10,9,9,Deny
10,9,10,Deny
10,9,11,Deny
10,9,12,Deny
10,9,13,Deny
10,9,14,Deny
10,9,15,Deny
10,9,16,Deny
10,9,17,Deny
10,9,18,Deny
10,9,19,Deny
10,9,20,Deny
10,9,21,Deny
10,9,22,Deny
10,9,23,Deny
10,9,24,Deny
10,9,25,Deny
10,9,26,Deny
10,9,27,Deny
10,9,28,Deny
10,9,29,Deny
10,9,30,Deny
10,9,31,Deny
10,9,32,Deny
10,9,33,Deny
10,9,34,Deny
10,9,35,Deny
10,9,36,Deny
10,9,37,Deny
10,9,38,Deny
10,9,39,Deny
10,9,40,Deny
10,9,41,Deny
10,9,42,Deny
10,9,43,Deny
10,9,44,Deny
10,9,45,Deny
10,9,46,Deny
10,9,47,Deny
10,9,48,Deny
10,9,49,Deny
10,9,50,Deny
10,9,51,Deny
10,9,52,Deny
10,9,53,Deny
10,9,54,Deny
10,9,55,Deny
10,9,56,Deny
10,9,57,Deny
10,9,58,Deny
10,9,59,Deny
10,9,60,Deny
10,9,61,Deny
10,9,62,Deny
10,9,63,Deny
10,9,64,Deny
10,9,65,Deny
10,9,66,Deny
10,9,67,Deny
10,9,68,Deny
10,9,69,Deny
10,9,70,Deny
10,9,71,Deny
10,9,72,Deny
10,9,73,Deny
10,9,74,Deny
10,9,75,Deny
10,9,76,Deny
10,9,77,Deny
10,9,78,Deny
10,9,79,Deny
10,9,80,Deny
10,9,91,Deny
10,9,92,Deny
10,9,93,Deny
10,9,94,Deny
10,9,95,Deny
10,9,96,Deny
10,9,97,Deny
10,9,98,Deny
10,9,99,Deny
10,9,100,Deny
10,10,1,Deny
10,10,2,Deny
10,10,3,Deny
10,10,4,Deny
10,10,5,Deny
10,10,6,Deny
10,10,7,Deny
10,10,8,Deny
10,10,9,Deny
10,10,10,Deny
10,10,11,Deny
10,10,12,Deny
10,10,13,Deny
10,10,14,Deny
10,10,15,Deny
10,10,16,Deny
10,10,17,Deny
10,10,18,Deny
10,10,19,Deny
10,10,20,Deny
10,10,21,Deny
10,10,22,Deny
10,10,23,Deny
10,10,24,Deny
10,10,25,Deny
10,10,26,Deny
10,10,27,Deny
10,10,28,Deny
10,10,29,Deny
10,10,30,Deny
10,10,31,Deny
10,10,32,Deny
10,10,33,Deny
10,10,34,Deny
10,10,35,Deny
10,10,36,Deny
10,10,37,Deny
10,10,38,Deny
10,10,39,Deny
10,10,40,Deny
10,10,41,Deny
10,10,42,Deny
10,10,43,Deny
10,10,44,Deny
10,10,45,Deny
10,10,46,Deny
10,10,47,Deny
10,10,48,Deny
10,10,49,Deny
10,10,50,Deny
10,10,51,Deny
10,10,52,Deny
10,10,53,Deny
10,10,54,Deny
10,10,55,Deny
10,10,56,Deny
10,10,57,Deny
10,10,58,Deny
10,10,59,Deny
10,10,60,Deny
10,10,61,Deny
10,10,62,Deny
10,10,63,Deny
10,10,64,Deny
10,10,65,Deny
10,10,66,Deny
