   USER_ID    ROLE_ID                           PERMISSION_ID
        22          7                                      70
        22          8                                      71
        26          8                                      71
        18          8                                      71
        25          8                                      71
        16          8                                      71

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        20          8                                      71
        21          8                                      71
        23          8                                      71
        28          8                                      71
        29          8                                      71
        27          8                                      71
        17          8                                      71
        24          8                                      71
        19          8                                      71
        30          8                                      71
        19          8                                      72

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        25          8                                      72
        23          8                                      72
        29          8                                      72
        18          8                                      72
        21          8                                      72
        27          8                                      72
        26          8                                      72
        30          8                                      72
        20          8                                      72
        24          8                                      72
        28          8                                      72

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        16          8                                      72
        17          8                                      72
        22          8                                      72
        27          8                                      73
        23          8                                      73
        18          8                                      73
        20          8                                      73
        25          8                                      73
        26          8                                      73
        28          8                                      73
        29          8                                      73

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        17          8                                      73
        24          8                                      73
        30          8                                      73
        16          8                                      73
        19          8                                      73
        22          8                                      73
        21          8                                      73
        16          8                                      74
        28          8                                      74
        30          8                                      74
        17          8                                      74

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        25          8                                      74
        19          8                                      74
        26          8                                      74
        29          8                                      74
        21          8                                      74
        22          8                                      74
        27          8                                      74
        18          8                                      74
        20          8                                      74
        23          8                                      74
        24          8                                      74

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        22          8                                      75
        30          8                                      75
        29          8                                      75
        17          8                                      75
        18          8                                      75
        27          8                                      75
        25          8                                      75
        26          8                                      75
        19          8                                      75
        24          8                                      75
        16          8                                      75

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        20          8                                      75
        21          8                                      75
        28          8                                      75
        23          8                                      75
        16          8                                      76
        24          8                                      76
        22          8                                      76
        28          8                                      76
        27          8                                      76
        30          8                                      76
        25          8                                      76

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        29          8                                      76
        26          8                                      76
        20          8                                      76
        23          8                                      76
        17          8                                      76
        19          8                                      76
        21          8                                      76
        18          8                                      76
        17          8                                      77
        25          8                                      77
        20          8                                      77

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        30          8                                      77
        21          8                                      77
        22          8                                      77
        16          8                                      77
        27          8                                      77
        23          8                                      77
        28          8                                      77
        19          8                                      77
        24          8                                      77
        26          8                                      77
        29          8                                      77

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        18          8                                      77
        17          8                                      78
        26          8                                      78
        28          8                                      78
        23          8                                      78
        27          8                                      78
        21          8                                      78
        22          8                                      78
        16          8                                      78
        30          8                                      78
        29          8                                      78

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        18          8                                      78
        25          8                                      78
        20          8                                      78
        24          8                                      78
        19          8                                      78
        16          8                                      79
        24          8                                      79
        20          8                                      79
        21          8                                      79
        29          8                                      79
        18          8                                      79

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        19          8                                      79
        25          8                                      79
        28          8                                      79
        26          8                                      79
        30          8                                      79
        27          8                                      79
        22          8                                      79
        23          8                                      79
        17          8                                      79
        23          8                                      80
        30          8                                      80

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        16          8                                      80
        29          8                                      80
        18          8                                      80
        22          8                                      80
        26          8                                      80
        19          8                                      80
        24          8                                      80
        17          8                                      80
        20          8                                      80
        21          8                                      80
        25          8                                      80

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        27          8                                      80
        28          8                                      80
        17          9                                      81
        30          9                                      81
        27          9                                      81
        26          9                                      81
        28          9                                      81
        25          9                                      81
        18          9                                      81
        21          9                                      81
        16          9                                      81

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        19          9                                      81
        20          9                                      81
        22          9                                      81
        23          9                                      81
        29          9                                      81
        24          9                                      81
        21          9                                      82
        29          9                                      82
        27          9                                      82
        28          9                                      82
        24          9                                      82

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        25          9                                      82
        18          9                                      82
        26          9                                      82
        16          9                                      82
        19          9                                      82
        30          9                                      82
        23          9                                      82
        20          9                                      82
        17          9                                      82
        22          9                                      82
        21          9                                      83

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        25          9                                      83
        16          9                                      83
        19          9                                      83
        20          9                                      83
        18          9                                      83
        29          9                                      83
        17          9                                      83
        24          9                                      83
        27          9                                      83
        26          9                                      83
        28          9                                      83

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        30          9                                      83
        22          9                                      83
        23          9                                      83
        17          9                                      84
        29          9                                      84
        27          9                                      84
        16          9                                      84
        20          9                                      84
        22          9                                      84
        25          9                                      84
        28          9                                      84

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        21          9                                      84
        19          9                                      84
        26          9                                      84
        30          9                                      84
        18          9                                      84
        23          9                                      84
        24          9                                      84
        28          9                                      85
        19          9                                      85
        30          9                                      85
        16          9                                      85

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        20          9                                      85
        23          9                                      85
        26          9                                      85
        22          9                                      85
        21          9                                      85
        24          9                                      85
        25          9                                      85
        27          9                                      85
        17          9                                      85
        18          9                                      85
        29          9                                      85

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        17          9                                      86
        29          9                                      86
        23          9                                      86
        24          9                                      86
        22          9                                      86
        18          9                                      86
        21          9                                      86
        26          9                                      86
        16          9                                      86
        25          9                                      86
        30          9                                      86

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        20          9                                      86
        27          9                                      86
        28          9                                      86
        19          9                                      86
        26          9                                      87
        29          9                                      87
        24          9                                      87
        28          9                                      87
        19          9                                      87
        20          9                                      87
        27          9                                      87

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        30          9                                      87
        17          9                                      87
        18          9                                      87
        21          9                                      87
        23          9                                      87
        22          9                                      87
        25          9                                      87
        16          9                                      87
        25          9                                      88
        23          9                                      88
        17          9                                      88

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        24          9                                      88
        27          9                                      88
        16          9                                      88
        18          9                                      88
        20          9                                      88
        19          9                                      88
        26          9                                      88
        28          9                                      88
        29          9                                      88
        30          9                                      88
        21          9                                      88

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        22          9                                      88
        18          9                                      89
        28          9                                      89
        25          9                                      89
        26          9                                      89
        29          9                                      89
        17          9                                      89
        27          9                                      89
        23          9                                      89
        22          9                                      89
        30          9                                      89

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        16          9                                      89
        21          9                                      89
        19          9                                      89
        20          9                                      89
        24          9                                      89
        28          9                                      90
        22          9                                      90
        20          9                                      90
        24          9                                      90
        27          9                                      90
        29          9                                      90

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        26          9                                      90
        25          9                                      90
        19          9                                      90
        21          9                                      90
        23          9                                      90
        30          9                                      90
        16          9                                      90
        18          9                                      90
        17          9                                      90
        28         10                                      91
        16         10                                      91

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        19         10                                      91
        17         10                                      91
        20         10                                      91
        23         10                                      91
        18         10                                      91
        25         10                                      91
        29         10                                      91
        21         10                                      91
        22         10                                      91
        24         10                                      91
        26         10                                      91

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        27         10                                      91
        30         10                                      91
        19         10                                      92
        30         10                                      92
        26         10                                      92
        22         10                                      92
        27         10                                      92
        28         10                                      92
        23         10                                      92
        24         10                                      92
        25         10                                      92

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        29         10                                      92
        17         10                                      92
        21         10                                      92
        16         10                                      92
        18         10                                      92
        20         10                                      92
        19         10                                      93
        29         10                                      93
        21         10                                      93
        22         10                                      93
        23         10                                      93

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        26         10                                      93
        30         10                                      93
        24         10                                      93
        25         10                                      93
        28         10                                      93
        17         10                                      93
        18         10                                      93
        16         10                                      93
        27         10                                      93
        20         10                                      93
        16         10                                      94

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        21         10                                      94
        20         10                                      94
        23         10                                      94
        28         10                                      94
        29         10                                      94
        30         10                                      94
        26         10                                      94
        25         10                                      94
        17         10                                      94
        22         10                                      94
        27         10                                      94

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        18         10                                      94
        24         10                                      94
        19         10                                      94
        29         10                                      95
        28         10                                      95
        23         10                                      95
        16         10                                      95
        22         10                                      95
        24         10                                      95
        20         10                                      95
        17         10                                      95

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        21         10                                      95
        25         10                                      95
        30         10                                      95
        26         10                                      95
        18         10                                      95
        27         10                                      95
        19         10                                      95
        26         10                                      96
        29         10                                      96
        23         10                                      96
        25         10                                      96

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        17         10                                      96
        19         10                                      96
        24         10                                      96
        27         10                                      96
        28         10                                      96
        22         10                                      96
        21         10                                      96
        16         10                                      96
        30         10                                      96
        18         10                                      96
        20         10                                      96

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        19         10                                      97
        18         10                                      97
        26         10                                      97
        20         10                                      97
        23         10                                      97
        16         10                                      97
        21         10                                      97
        22         10                                      97
        25         10                                      97
        28         10                                      97
        17         10                                      97

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        27         10                                      97
        29         10                                      97
        30         10                                      97
        24         10                                      97
        24         10                                      98
        29         10                                      98
        26         10                                      98
        28         10                                      98
        30         10                                      98
        17         10                                      98
        25         10                                      98

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        27         10                                      98
        20         10                                      98
        21         10                                      98
        16         10                                      98
        22         10                                      98
        23         10                                      98
        18         10                                      98
        19         10                                      98
        18         10                                      99
        29         10                                      99
        30         10                                      99

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        22         10                                      99
        27         10                                      99
        23         10                                      99
        16         10                                      99
        26         10                                      99
        17         10                                      99
        19         10                                      99
        28         10                                      99
        20         10                                      99
        24         10                                      99
        25         10                                      99

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        21         10                                      99
        30         10                                     100
        25         10                                     100
        16         10                                     100
        19         10                                     100
        23         10                                     100
        18         10                                     100
        20         10                                     100
        21         10                                     100
        26         10                                     100
        27         10                                     100

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        28         10                                     100
        22         10                                     100
        17         10                                     100
        24         10                                     100
        29         10                                     100
   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        38          3                                      21
        40          3                                      21
        41          3                                      21
        37          3                                      21
        34          3                                      21
        36          3                                      21
        42          3                                      21
        45          3                                      21
        39          3                                      21
        31          3                                      21
        32          3                                      21

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        35          3                                      21
        44          3                                      21
        33          3                                      21
        43          3                                      21
        36          3                                      22
        38          3                                      22
        35          3                                      22
        39          3                                      22
        45          3                                      22
        31          3                                      22
        43          3                                      22

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        42          3                                      22
        32          3                                      22
        33          3                                      22
        37          3                                      22
        40          3                                      22
        44          3                                      22
        34          3                                      22
        41          3                                      22
        37          3                                      23
        40          3                                      23
        44          3                                      23

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        32          3                                      23
        33          3                                      23
        39          3                                      23
        43          3                                      23
        34          3                                      23
        41          3                                      23
        42          3                                      23
        45          3                                      23
        31          3                                      23
        35          3                                      23
        38          3                                      23

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        36          3                                      23
        41          3                                      24
        42          3                                      24
        44          3                                      24
        38          3                                      24
        39          3                                      24
        43          3                                      24
        35          3                                      24
        36          3                                      24
        33          3                                      24
        45          3                                      24

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        32          3                                      24
        37          3                                      24
        31          3                                      24
        34          3                                      24
        40          3                                      24
        45          3                                      25
        36          3                                      25
        37          3                                      25
        38          3                                      25
        31          3                                      25
        39          3                                      25

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        42          3                                      25
        32          3                                      25
        40          3                                      25
        34          3                                      25
        41          3                                      25
        43          3                                      25
        44          3                                      25
        33          3                                      25
        35          3                                      25
        31          3                                      26
        32          3                                      26

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        39          3                                      26
        37          3                                      26
        40          3                                      26
        33          3                                      26
        35          3                                      26
        44          3                                      26
        34          3                                      26
        41          3                                      26
        38          3                                      26
        42          3                                      26
        45          3                                      26

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        36          3                                      26
        43          3                                      26
        37          3                                      27
        31          3                                      27
        34          3                                      27
        40          3                                      27
        42          3                                      27
        44          3                                      27
        41          3                                      27
        36          3                                      27
        39          3                                      27

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        43          3                                      27
        45          3                                      27
        38          3                                      27
        32          3                                      27
        33          3                                      27
        35          3                                      27
        35          3                                      28
        42          3                                      28
        32          3                                      28
        34          3                                      28
        40          3                                      28

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        33          3                                      28
        39          3                                      28
        45          3                                      28
        41          3                                      28
        43          3                                      28
        44          3                                      28
        31          3                                      28
        36          3                                      28
        37          3                                      28
        38          3                                      28
        32          3                                      29

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        36          3                                      29
        40          3                                      29
        45          3                                      29
        31          3                                      29
        41          3                                      29
        44          3                                      29
        35          3                                      29
        39          3                                      29
        43          3                                      29
        37          3                                      29
        42          3                                      29

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        33          3                                      29
        34          3                                      29
        38          3                                      29
        33          3                                      30
        37          3                                      30
        40          3                                      30
        32          3                                      30
        43          3                                      30
        38          3                                      30
        34          3                                      30
        35          3                                      30

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        36          3                                      30
        42          3                                      30
        44          3                                      30
        45          3                                      30
        31          3                                      30
        39          3                                      30
        41          3                                      30
        34          5                                      41
        37          5                                      41
        32          5                                      41
        33          5                                      41

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        35          5                                      41
        41          5                                      41
        39          5                                      41
        31          5                                      41
        43          5                                      41
        36          5                                      41
        40          5                                      41
        38          5                                      41
